CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
MD,20/04/2020,788.0,9355.0,1107.0,148.0,1263
ML,20/04/2020,1.0,40.0,3.0,0.0,34
NC,20/04/2020,106.0,1670.0,124.0,49.0,109
PV,20/04/2020,227.0,5384.0,394.0,35.0,454
RI,20/04/2020,38.0,1192.0,75.0,8.0,139
VC,20/04/2020,106.0,4378.0,590.0,29.0,527
AN,21/04/2020,154.0,5101.0,643.0,33.0,394
AR,21/04/2020,108.0,2015.0,260.0,21.0,79
AS,21/04/2020,34.0,1349.0,113.0,7.0,60
CB,21/04/2020,37.0,870.0,74.0,8.0,124
CE,21/04/2020,0.0,6.0,4.0,0.0,37
CL,21/04/2020,530.0,6055.0,289.0,43.0,362
CM,21/04/2020,580.0,7257.0,476.0,57.0,426
CN,21/04/2020,20.0,747.0,151.0,4.0,105
CT,21/04/2020,829.0,20552.0,2226.0,147.0,1025
EX,21/04/2020,62.0,1140.0,91.0,17.0,96
GA,21/04/2020,122.0,2362.0,123.0,10.0,132
IB,21/04/2020,28.0,885.0,150.0,3.0,69
MC,21/04/2020,8.0,518.0,87.0,2.0,88
MD,21/04/2020,817.0,9490.0,1121.0,147.0,1309
ML,21/04/2020,2.0,40.0,3.0,0.0,29
NC,21/04/2020,120.0,1636.0,124.0,49.0,124
PV,21/04/2020,234.0,5417.0,396.0,46.0,443
RI,21/04/2020,35.0,1193.0,75.0,8.0,163
VC,21/04/2020,120.0,4399.0,602.0,28.0,449
AN,22/04/2020,151.0,5068.0,620.0,40.0,398
AR,22/04/2020,105.0,2011.0,265.0,22.0,123
AS,22/04/2020,42.0,1352.0,113.0,7.0,79
CB,22/04/2020,42.0,871.0,73.0,7.0,120
CE,22/04/2020,0.0,6.0,4.0,0.0,44
CL,22/04/2020,513.0,6065.0,292.0,43.0,349
CM,22/04/2020,540.0,7258.0,477.0,58.0,422
CN,22/04/2020,20.0,744.0,151.0,3.0,99
CT,22/04/2020,734.0,20536.0,2219.0,128.0,892
EX,22/04/2020,49.0,1140.0,90.0,17.0,92
GA,22/04/2020,122.0,2362.0,123.0,10.0,140
IB,22/04/2020,29.0,883.0,150.0,4.0,82
MC,22/04/2020,12.0,521.0,86.0,2.0,77
MD,22/04/2020,811.0,9469.0,1117.0,148.0,1291
ML,22/04/2020,2.0,40.0,3.0,0.0,34
NC,22/04/2020,111.0,1635.0,124.0,49.0,103
PV,22/04/2020,267.0,5427.0,397.0,44.0,448
RI,22/04/2020,35.0,1190.0,75.0,8.0,158
VC,22/04/2020,126.0,4391.0,600.0,28.0,547
AN,23/04/2020,134.0,4986.0,619.0,39.0,401
AR,23/04/2020,110.0,1987.0,254.0,25.0,82
AS,23/04/2020,34.0,1355.0,113.0,7.0,65
CB,23/04/2020,42.0,870.0,73.0,7.0,119
CE,23/04/2020,1.0,6.0,4.0,0.0,26
CL,23/04/2020,522.0,6065.0,282.0,43.0,372
CM,23/04/2020,570.0,7253.0,477.0,59.0,452
CN,23/04/2020,22.0,727.0,144.0,3.0,113
CT,23/04/2020,782.0,20518.0,2229.0,147.0,859
EX,23/04/2020,61.0,1140.0,90.0,17.0,89
GA,23/04/2020,122.0,2367.0,122.0,9.0,139
IB,23/04/2020,26.0,879.0,150.0,4.0,82
MC,23/04/2020,10.0,520.0,86.0,2.0,68
MD,23/04/2020,811.0,9469.0,1078.0,147.0,1242
ML,23/04/2020,2.0,37.0,3.0,0.0,29
NC,23/04/2020,111.0,1633.0,124.0,49.0,107
PV,23/04/2020,228.0,5422.0,396.0,37.0,423
RI,23/04/2020,35.0,1190.0,75.0,8.0,98
VC,23/04/2020,126.0,4419.0,610.0,28.0,462
