CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
EX,03/05/2020,23.0,1458.0,106.0,5.0,70
GA,03/05/2020,181.0,1979.0,111.0,11.0,66
IB,03/05/2020,8.0,1051.0,162.0,3.0,87
MC,03/05/2020,3.0,626.0,104.0,1.0,61
MD,03/05/2020,292.0,27375.0,2550.0,91.0,303
ML,03/05/2020,1.0,44.0,3.0,0.0,40
NC,03/05/2020,49.0,1907.0,124.0,3.0,71
PV,03/05/2020,88.0,6438.0,521.0,14.0,178
RI,03/05/2020,35.0,1372.0,79.0,5.0,93
VC,03/05/2020,35.0,4708.0,608.0,6.0,128
