CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
CN,25/04/2020,15.0,845.0,147.0,1.0,49
CT,25/04/2020,990.0,23454.0,2456.0,84.0,237
EX,25/04/2020,11.0,1335.0,103.0,5.0,88
GA,25/04/2020,152.0,2666.0,100.0,9.0,35
IB,25/04/2020,19.0,997.0,165.0,3.0,42
MC,25/04/2020,7.0,622.0,98.0,2.0,44
MD,25/04/2020,638.0,7331.0,979.0,112.0,313
ML,25/04/2020,0.0,34.0,2.0,0.0,46
NC,25/04/2020,53.0,1828.0,127.0,10.0,90
PV,25/04/2020,110.0,6206.0,495.0,33.0,180
RI,25/04/2020,31.0,1318.0,81.0,5.0,47
VC,25/04/2020,54.0,4499.0,618.0,18.0,154
AN,26/04/2020,115.0,5546.0,644.0,21.0,82
AR,26/04/2020,82.0,2246.0,239.0,20.0,139
AS,26/04/2020,11.0,1550.0,125.0,8.0,68
CB,26/04/2020,23.0,878.0,67.0,6.0,109
CE,26/04/2020,0.0,8.0,3.0,0.0,52
CL,26/04/2020,303.0,7299.0,480.0,29.0,95
CM,26/04/2020,152.0,8264.0,541.0,54.0,136
CN,26/04/2020,17.0,831.0,159.0,1.0,40
CT,26/04/2020,1173.0,23355.0,2454.0,112.0,282
EX,26/04/2020,11.0,1333.0,103.0,5.0,70
GA,26/04/2020,150.0,2657.0,101.0,8.0,17
IB,26/04/2020,16.0,996.0,164.0,3.0,42
MC,26/04/2020,7.0,621.0,98.0,3.0,42
MD,26/04/2020,532.0,9099.0,1122.0,152.0,443
ML,26/04/2020,1.0,32.0,2.0,0.0,51
NC,26/04/2020,52.0,1831.0,127.0,9.0,88
PV,26/04/2020,110.0,6200.0,493.0,30.0,157
RI,26/04/2020,29.0,1317.0,80.0,6.0,45
VC,26/04/2020,56.0,4362.0,597.0,16.0,137
AN,27/04/2020,115.0,5546.0,644.0,21.0,143
AR,27/04/2020,80.0,2230.0,235.0,20.0,138
AS,27/04/2020,12.0,1556.0,125.0,10.0,75
CB,27/04/2020,38.0,878.0,67.0,5.0,85
CE,27/04/2020,0.0,8.0,3.0,0.0,50
CL,27/04/2020,303.0,7299.0,480.0,29.0,87
CM,27/04/2020,177.0,8248.0,535.0,53.0,112
CN,27/04/2020,15.0,846.0,146.0,1.0,50
CT,27/04/2020,997.0,23466.0,2462.0,88.0,321
EX,27/04/2020,13.0,1337.0,103.0,6.0,81
GA,27/04/2020,160.0,2669.0,100.0,9.0,22
IB,27/04/2020,19.0,997.0,164.0,4.0,40
MC,27/04/2020,7.0,621.0,98.0,3.0,46
MD,27/04/2020,532.0,9048.0,1115.0,153.0,377
ML,27/04/2020,1.0,32.0,2.0,0.0,53
NC,27/04/2020,46.0,1829.0,125.0,10.0,82
PV,27/04/2020,106.0,6200.0,493.0,27.0,164
RI,27/04/2020,28.0,1322.0,81.0,6.0,47
VC,27/04/2020,56.0,4244.0,594.0,17.0,115
AN,28/04/2020,136.0,5550.0,645.0,23.0,94
AR,28/04/2020,81.0,2233.0,233.0,19.0,142
AS,28/04/2020,12.0,1501.0,125.0,10.0,73
CB,28/04/2020,23.0,877.0,67.0,6.0,82
CE,28/04/2020,0.0,8.0,3.0,0.0,50
CL,28/04/2020,323.0,7287.0,502.0,31.0,91
CM,28/04/2020,179.0,8262.0,540.0,55.0,94
CN,28/04/2020,15.0,845.0,146.0,1.0,57
CT,28/04/2020,941.0,23388.0,2457.0,109.0,354
EX,28/04/2020,8.0,1335.0,103.0,5.0,110
GA,28/04/2020,216.0,2019.0,136.0,11.0,33
IB,28/04/2020,18.0,997.0,163.0,4.0,41
MC,28/04/2020,8.0,622.0,98.0,2.0,47
MD,28/04/2020,470.0,9048.0,1137.0,154.0,474
ML,28/04/2020,1.0,32.0,2.0,0.0,45
NC,28/04/2020,40.0,1840.0,125.0,9.0,90
PV,28/04/2020,113.0,6207.0,494.0,33.0,192
RI,28/04/2020,26.0,1322.0,81.0,6.0,47
VC,28/04/2020,54.0,4379.0,594.0,17.0,195
AN,29/04/2020,136.0,5542.0,645.0,25.0,152
AR,29/04/2020,81.0,2230.0,233.0,22.0,133
AS,29/04/2020,12.0,1500.0,125.0,10.0,76
CB,29/04/2020,23.0,874.0,67.0,6.0,102
CE,29/04/2020,0.0,8.0,3.0,0.0,49
CL,29/04/2020,321.0,7299.0,492.0,30.0,96
CM,29/04/2020,130.0,8260.0,540.0,54.0,124
CN,29/04/2020,15.0,846.0,146.0,1.0,47
CT,29/04/2020,864.0,23351.0,2451.0,106.0,299
EX,29/04/2020,12.0,1338.0,103.0,4.0,70
GA,29/04/2020,218.0,2022.0,118.0,11.0,22
IB,29/04/2020,19.0,999.0,163.0,3.0,42
MC,29/04/2020,8.0,622.0,98.0,2.0,46
MD,29/04/2020,469.0,9054.0,1132.0,154.0,385
ML,29/04/2020,1.0,32.0,2.0,0.0,25
NC,29/04/2020,53.0,1828.0,123.0,12.0,85
PV,29/04/2020,122.0,6204.0,494.0,33.0,194
RI,29/04/2020,33.0,1318.0,80.0,8.0,48
VC,29/04/2020,52.0,4227.0,589.0,19.0,161
