CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
MC,27/04/2020,8.0,624.0,97.0,2.0,22
MD,27/04/2020,515.0,9206.0,1149.0,146.0,419
ML,27/04/2020,1.0,26.0,2.0,0.0,2
NC,27/04/2020,25.0,1803.0,127.0,11.0,92
PV,27/04/2020,112.0,6102.0,503.0,24.0,178
RI,27/04/2020,33.0,1327.0,81.0,5.0,47
VC,27/04/2020,57.0,4696.0,563.0,16.0,156
AN,28/04/2020,129.0,5612.0,638.0,22.0,98
AR,28/04/2020,55.0,2282.0,241.0,16.0,131
AS,28/04/2020,10.0,1580.0,127.0,9.0,48
CB,28/04/2020,28.0,735.0,65.0,5.0,76
CE,28/04/2020,0.0,10.0,3.0,0.0,28
CL,28/04/2020,293.0,7122.0,508.0,29.0,77
CM,28/04/2020,200.0,8303.0,546.0,60.0,105
CN,28/04/2020,18.0,760.0,154.0,4.0,54
CT,28/04/2020,939.0,23551.0,2510.0,73.0,320
EX,28/04/2020,7.0,1345.0,106.0,4.0,86
GA,28/04/2020,218.0,1979.0,129.0,10.0,55
IB,28/04/2020,15.0,1024.0,166.0,4.0,63
MC,28/04/2020,7.0,624.0,97.0,2.0,19
MD,28/04/2020,463.0,9318.0,1154.0,146.0,418
ML,28/04/2020,2.0,26.0,2.0,0.0,6
NC,28/04/2020,20.0,1769.0,125.0,9.0,101
PV,28/04/2020,134.0,6099.0,504.0,32.0,201
RI,28/04/2020,37.0,1328.0,82.0,5.0,46
VC,28/04/2020,64.0,4705.0,553.0,18.0,221
AN,29/04/2020,129.0,5612.0,637.0,25.0,99
AR,29/04/2020,55.0,2282.0,241.0,17.0,123
AS,29/04/2020,11.0,1581.0,128.0,9.0,38
CB,29/04/2020,27.0,728.0,65.0,5.0,82
CE,29/04/2020,0.0,10.0,3.0,0.0,35
CL,29/04/2020,293.0,7106.0,502.0,29.0,119
CM,29/04/2020,191.0,8303.0,539.0,60.0,125
CN,29/04/2020,18.0,759.0,154.0,4.0,51
CT,29/04/2020,944.0,23515.0,2499.0,70.0,301
EX,29/04/2020,10.0,1375.0,106.0,4.0,82
GA,29/04/2020,221.0,1979.0,111.0,10.0,50
IB,29/04/2020,15.0,1022.0,166.0,4.0,12
MC,29/04/2020,8.0,624.0,97.0,2.0,12
MD,29/04/2020,463.0,9309.0,1148.0,147.0,412
ML,29/04/2020,2.0,26.0,2.0,0.0,51
NC,29/04/2020,29.0,1767.0,124.0,12.0,100
PV,29/04/2020,123.0,6099.0,504.0,32.0,218
RI,29/04/2020,40.0,1316.0,81.0,7.0,47
VC,29/04/2020,70.0,4446.0,550.0,22.0,225
AN,30/04/2020,138.0,4943.0,638.0,25.0,114
AR,30/04/2020,58.0,2219.0,240.0,14.0,130
AS,30/04/2020,10.0,1587.0,127.0,9.0,60
CB,30/04/2020,34.0,727.0,65.0,5.0,91
CE,30/04/2020,0.0,10.0,3.0,0.0,41
CL,30/04/2020,293.0,7077.0,501.0,29.0,86
CM,30/04/2020,191.0,8303.0,539.0,60.0,130
CN,30/04/2020,18.0,759.0,149.0,4.0,50
CT,30/04/2020,980.0,23499.0,2496.0,71.0,326
EX,30/04/2020,12.0,1339.0,106.0,5.0,91
GA,30/04/2020,225.0,1978.0,111.0,10.0,53
IB,30/04/2020,17.0,1024.0,166.0,4.0,27
MC,30/04/2020,8.0,624.0,97.0,2.0,13
MD,30/04/2020,463.0,9318.0,1154.0,147.0,408
ML,30/04/2020,2.0,26.0,2.0,0.0,98
NC,30/04/2020,19.0,1777.0,124.0,11.0,99
PV,30/04/2020,123.0,6099.0,504.0,32.0,206
RI,30/04/2020,40.0,1314.0,80.0,6.0,47
VC,30/04/2020,80.0,4436.0,547.0,18.0,189
